provider_id,provider_name,provider_type,state,locality,hcpcs_code,service_description,service_category,contract_allowed_amount,contract_paid_amount,billed_amount,utilization_count,effective_date,contract_type,payer_product,medicare_benchmark_amount,benchmark_source,service_month,contract_total_paid,medicare_total_benchmark
PRV058,Provider Network 58,Physician Group,MD,MD Locality,A0429,Ambulance basic life support,Emergency,334.13,320.97,561.13,17,2025-08-01,Negotiated Commercial,Medicare Advantage,288.53,simulated_cms_style_fee_schedule,2025-08-01,5456.490000000001,4905.009999999999
PRV011,Provider Network 11,Ambulatory Surgery,NC,NC Locality,45378,Diagnostic colonoscopy,Outpatient,401.76,363.52,743.32,20,2025-09-01,Fee Schedule,Exchange,417.19,simulated_cms_style_fee_schedule,2025-09-01,7270.4,8343.8
PRV049,Provider Network 49,Imaging Center,PA,PA Locality,99213,Office/outpatient established visit,Professional,71.97,65.66,118.11,88,2025-10-01,Fee Schedule,Commercial PPO,84.35,simulated_cms_style_fee_schedule,2025-10-01,5778.08,7422.799999999999
PRV025,Provider Network 25,Imaging Center,NY,NY Locality,A0429,Ambulance basic life support,Emergency,403.3,390.14,597.85,23,2025-06-01,Fee Schedule,Commercial HMO,334.01,simulated_cms_style_fee_schedule,2025-06-01,8973.22,7682.23
PRV036,Provider Network 36,Physician Group,VA,VA Locality,A0429,Ambulance basic life support,Emergency,356.47,344.26,529.91,17,2024-06-01,Percent of Medicare,Commercial HMO,347.07,simulated_cms_style_fee_schedule,2024-06-01,5852.42,5900.19
PRV027,Provider Network 27,Ambulatory Surgery,MD,MD Locality,99213,Office/outpatient established visit,Professional,72.71,65.17,81.18,72,2024-07-01,Negotiated Commercial,Commercial PPO,97.52,simulated_cms_style_fee_schedule,2024-07-01,4692.24,7021.44
PRV047,Provider Network 47,Ambulatory Surgery,NC,NC Locality,80053,Comprehensive metabolic panel,Lab,17.53,16.49,34.9,36,2025-09-01,Case Rate,Commercial PPO,13.83,simulated_cms_style_fee_schedule,2025-09-01,593.64,497.88
PRV060,Provider Network 60,Imaging Center,MD,MD Locality,A0429,Ambulance basic life support,Emergency,298.1,278.52,442.03,23,2025-03-01,Negotiated Commercial,Medicare Advantage,288.53,simulated_cms_style_fee_schedule,2025-03-01,6405.959999999999,6636.19
PRV048,Provider Network 48,Lab,NY,NY Locality,J3490,Unclassified drug,Pharmacy,140.68,127.41,150.61,20,2025-10-01,Case Rate,Commercial PPO,117.66,simulated_cms_style_fee_schedule,2025-10-01,2548.2,2353.2
PRV056,Provider Network 56,Physician Group,NY,NY Locality,71046,Chest x-ray two views,Imaging,28.02,26.33,35.26,16,2025-08-01,Negotiated Commercial,Commercial PPO,35.12,simulated_cms_style_fee_schedule,2025-08-01,421.28,561.92
PRV057,Provider Network 57,Ambulatory Surgery,MD,MD Locality,70551,MRI brain without contrast,Imaging,250.2,232.75,280.75,18,2025-03-01,Case Rate,Commercial PPO,225.37,simulated_cms_style_fee_schedule,2025-03-01,4189.5,4056.66
PRV006,Provider Network 06,Lab,VA,VA Locality,99213,Office/outpatient established visit,Professional,94.83,87.31,126.53,92,2024-04-01,Case Rate,Exchange,84.35,simulated_cms_style_fee_schedule,2024-04-01,8032.52,7760.2
PRV016,Provider Network 16,Imaging Center,PA,PA Locality,70551,MRI brain without contrast,Imaging,255.42,247.01,422.39,16,2025-12-01,Fee Schedule,Commercial HMO,219.7,simulated_cms_style_fee_schedule,2025-12-01,3952.16,3515.2
PRV044,Provider Network 44,Hospital Outpatient,MD,MD Locality,27447,Total knee arthroplasty,Surgery,1899.92,1669.1,1994.91,16,2024-06-01,Fee Schedule,Commercial PPO,1315.06,simulated_cms_style_fee_schedule,2024-06-01,26705.6,21040.96
PRV036,Provider Network 36,Physician Group,VA,VA Locality,80053,Comprehensive metabolic panel,Lab,17.33,15.85,31.97,36,2024-06-01,Case Rate,Exchange,13.24,simulated_cms_style_fee_schedule,2024-06-01,570.6,476.64
PRV004,Provider Network 04,Ambulatory Surgery,FL,FL Locality,80053,Comprehensive metabolic panel,Lab,20.88,18.93,28.34,55,2024-04-01,Percent of Medicare,Medicare Advantage,14.98,simulated_cms_style_fee_schedule,2024-04-01,1041.15,823.9
PRV006,Provider Network 06,Lab,VA,VA Locality,J3490,Unclassified drug,Pharmacy,115.62,101.54,168.85,19,2024-02-01,Negotiated Commercial,Commercial HMO,115.62,simulated_cms_style_fee_schedule,2024-02-01,1929.2600000000002,2196.78
PRV032,Provider Network 32,Hospital Outpatient,NC,NC Locality,71046,Chest x-ray two views,Imaging,38.61,36.19,57.75,19,2024-10-01,Fee Schedule,Medicare Advantage,35.45,simulated_cms_style_fee_schedule,2024-10-01,687.6099999999999,673.5500000000001
PRV037,Provider Network 37,Lab,VA,VA Locality,93000,Electrocardiogram complete,Diagnostic,16.61,14.87,20.59,20,2025-09-01,Case Rate,Medicare Advantage,21.42,simulated_cms_style_fee_schedule,2025-09-01,297.4,428.40000000000003
PRV011,Provider Network 11,Ambulatory Surgery,NC,NC Locality,80053,Comprehensive metabolic panel,Lab,14.89,13.5,25.21,34,2025-09-01,Fee Schedule,Exchange,15.37,simulated_cms_style_fee_schedule,2025-09-01,459.0,522.5799999999999
PRV011,Provider Network 11,Ambulatory Surgery,NC,NC Locality,71046,Chest x-ray two views,Imaging,31.41,30.06,36.5,20,2024-12-01,Percent of Medicare,Exchange,35.17,simulated_cms_style_fee_schedule,2024-12-01,601.1999999999999,703.4000000000001
PRV008,Provider Network 08,Imaging Center,PA,PA Locality,93000,Electrocardiogram complete,Diagnostic,32.05,27.8,60.88,21,2024-08-01,Fee Schedule,Commercial HMO,21.42,simulated_cms_style_fee_schedule,2024-08-01,583.8000000000001,449.82000000000005
PRV034,Provider Network 34,Ambulatory Surgery,PA,PA Locality,70551,MRI brain without contrast,Imaging,238.74,227.43,298.2,15,2024-09-01,Fee Schedule,Medicare Advantage,219.7,simulated_cms_style_fee_schedule,2024-09-01,3411.4500000000003,3295.5
PRV001,Provider Network 01,Physician Group,FL,FL Locality,J3490,Unclassified drug,Pharmacy,130.29,128.7,196.07,16,2025-11-01,Negotiated Commercial,Exchange,120.81,simulated_cms_style_fee_schedule,2025-11-01,2059.2,1932.96
PRV035,Provider Network 35,Lab,FL,FL Locality,45378,Diagnostic colonoscopy,Outpatient,390.61,368.26,524.53,23,2024-02-01,Case Rate,Medicare Advantage,393.64,simulated_cms_style_fee_schedule,2024-02-01,8469.98,9053.72
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,93000,Electrocardiogram complete,Diagnostic,17.97,17.29,32.13,20,2024-02-01,Fee Schedule,Commercial HMO,25.07,simulated_cms_style_fee_schedule,2024-02-01,345.79999999999995,501.4
PRV028,Provider Network 28,Lab,VA,VA Locality,71046,Chest x-ray two views,Imaging,39.84,39.84,49.01,17,2024-02-01,Percent of Medicare,Medicare Advantage,35.12,simulated_cms_style_fee_schedule,2024-02-01,677.2800000000001,597.04
PRV041,Provider Network 41,Physician Group,NC,NC Locality,70551,MRI brain without contrast,Imaging,281.29,264.47,524.66,17,2025-10-01,Negotiated Commercial,Medicare Advantage,225.37,simulated_cms_style_fee_schedule,2025-10-01,4495.990000000001,3831.29
PRV032,Provider Network 32,Hospital Outpatient,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1479.82,1400.95,3035.98,18,2024-03-01,Fee Schedule,Commercial PPO,1324.33,simulated_cms_style_fee_schedule,2024-03-01,25217.100000000002,23837.94
PRV044,Provider Network 44,Hospital Outpatient,MD,MD Locality,45378,Diagnostic colonoscopy,Outpatient,569.14,553.54,664.31,19,2025-11-01,Percent of Medicare,Exchange,396.82,simulated_cms_style_fee_schedule,2025-11-01,10517.259999999998,7539.58
PRV046,Provider Network 46,Lab,NC,NC Locality,71046,Chest x-ray two views,Imaging,41.17,37.49,43.22,18,2024-05-01,Fee Schedule,Exchange,35.17,simulated_cms_style_fee_schedule,2024-05-01,674.82,633.0600000000001
PRV056,Provider Network 56,Physician Group,NY,NY Locality,80053,Comprehensive metabolic panel,Lab,15.56,14.02,22.5,40,2025-02-01,Fee Schedule,Commercial PPO,14.98,simulated_cms_style_fee_schedule,2025-02-01,560.8,599.2
PRV048,Provider Network 48,Lab,NY,NY Locality,27447,Total knee arthroplasty,Surgery,1550.81,1441.48,2406.08,20,2025-12-01,Negotiated Commercial,Commercial HMO,1315.06,simulated_cms_style_fee_schedule,2025-12-01,28829.6,26301.199999999997
PRV032,Provider Network 32,Hospital Outpatient,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,158.34,145.46,231.02,120,2024-03-01,Case Rate,Exchange,128.66,simulated_cms_style_fee_schedule,2024-03-01,17455.2,15439.199999999999
PRV030,Provider Network 30,Ambulatory Surgery,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1445.28,1274.33,2088.99,17,2024-07-01,Negotiated Commercial,Commercial PPO,1324.33,simulated_cms_style_fee_schedule,2024-07-01,21663.61,22513.61
PRV015,Provider Network 15,Imaging Center,NC,NC Locality,J3490,Unclassified drug,Pharmacy,94.91,83.41,160.2,20,2025-06-01,Fee Schedule,Commercial HMO,112.06,simulated_cms_style_fee_schedule,2025-06-01,1668.1999999999998,2241.2
PRV036,Provider Network 36,Physician Group,VA,VA Locality,45378,Diagnostic colonoscopy,Outpatient,371.96,325.57,597.01,23,2025-08-01,Negotiated Commercial,Commercial HMO,369.24,simulated_cms_style_fee_schedule,2025-08-01,7488.11,8492.52
PRV009,Provider Network 09,Hospital Outpatient,MD,MD Locality,71046,Chest x-ray two views,Imaging,38.48,35.01,42.97,20,2025-10-01,Case Rate,Commercial PPO,35.45,simulated_cms_style_fee_schedule,2025-10-01,700.1999999999999,709.0
PRV056,Provider Network 56,Physician Group,NY,NY Locality,J3490,Unclassified drug,Pharmacy,93.01,82.5,124.14,16,2024-01-01,Case Rate,Commercial PPO,115.62,simulated_cms_style_fee_schedule,2024-01-01,1320.0,1849.92
PRV051,Provider Network 51,Imaging Center,VA,VA Locality,70551,MRI brain without contrast,Imaging,310.65,295.98,574.49,19,2025-07-01,Case Rate,Medicare Advantage,227.36,simulated_cms_style_fee_schedule,2025-07-01,5623.620000000001,4319.84
PRV008,Provider Network 08,Imaging Center,PA,PA Locality,70551,MRI brain without contrast,Imaging,288.03,284.42,448.7,17,2024-08-01,Fee Schedule,Exchange,225.37,simulated_cms_style_fee_schedule,2024-08-01,4835.14,3831.29
PRV048,Provider Network 48,Lab,NY,NY Locality,J3490,Unclassified drug,Pharmacy,126.95,120.59,191.47,21,2025-02-01,Case Rate,Exchange,120.81,simulated_cms_style_fee_schedule,2025-02-01,2532.39,2537.01
PRV008,Provider Network 08,Imaging Center,PA,PA Locality,99214,Office/outpatient established visit high complexity,Professional,230.19,207.51,276.66,74,2025-10-01,Percent of Medicare,Commercial PPO,140.21,simulated_cms_style_fee_schedule,2025-10-01,15355.74,10375.54
PRV044,Provider Network 44,Hospital Outpatient,MD,MD Locality,45378,Diagnostic colonoscopy,Outpatient,612.76,612.76,1045.41,15,2025-10-01,Fee Schedule,Commercial PPO,417.19,simulated_cms_style_fee_schedule,2025-10-01,9191.4,6257.85
PRV006,Provider Network 06,Lab,VA,VA Locality,27447,Total knee arthroplasty,Surgery,1531.75,1388.7,2326.28,12,2024-05-01,Percent of Medicare,Medicare Advantage,1324.33,simulated_cms_style_fee_schedule,2024-05-01,16664.4,15891.96
PRV030,Provider Network 30,Ambulatory Surgery,NC,NC Locality,70551,MRI brain without contrast,Imaging,248.2,226.67,376.88,16,2024-12-01,Fee Schedule,Commercial PPO,227.36,simulated_cms_style_fee_schedule,2024-12-01,3626.72,3637.76
PRV040,Provider Network 40,Imaging Center,MD,MD Locality,99213,Office/outpatient established visit,Professional,76.24,70.09,134.76,118,2024-07-01,Case Rate,Commercial PPO,77.64,simulated_cms_style_fee_schedule,2024-07-01,8270.62,9161.52
PRV044,Provider Network 44,Hospital Outpatient,MD,MD Locality,45378,Diagnostic colonoscopy,Outpatient,539.44,522.42,679.61,21,2025-03-01,Negotiated Commercial,Commercial PPO,396.82,simulated_cms_style_fee_schedule,2025-03-01,10970.82,8333.22
PRV026,Provider Network 26,Imaging Center,NC,NC Locality,93000,Electrocardiogram complete,Diagnostic,29.62,26.59,53.81,15,2025-08-01,Negotiated Commercial,Commercial PPO,25.07,simulated_cms_style_fee_schedule,2025-08-01,398.85,376.05
PRV056,Provider Network 56,Physician Group,NY,NY Locality,J3490,Unclassified drug,Pharmacy,93.7,93.53,149.82,21,2024-08-01,Negotiated Commercial,Medicare Advantage,112.06,simulated_cms_style_fee_schedule,2024-08-01,1964.13,2353.26
PRV047,Provider Network 47,Ambulatory Surgery,NC,NC Locality,45378,Diagnostic colonoscopy,Outpatient,352.26,300.97,638.57,17,2024-03-01,Fee Schedule,Exchange,396.98,simulated_cms_style_fee_schedule,2024-03-01,5116.490000000001,6748.66
PRV013,Provider Network 13,Imaging Center,PA,PA Locality,80053,Comprehensive metabolic panel,Lab,9.84,8.88,14.29,46,2024-02-01,Percent of Medicare,Medicare Advantage,13.24,simulated_cms_style_fee_schedule,2024-02-01,408.48,609.04
PRV041,Provider Network 41,Physician Group,NC,NC Locality,71046,Chest x-ray two views,Imaging,44.83,43.32,82.68,24,2024-02-01,Case Rate,Exchange,35.45,simulated_cms_style_fee_schedule,2024-02-01,1039.68,850.8000000000001
PRV044,Provider Network 44,Hospital Outpatient,MD,MD Locality,99213,Office/outpatient established visit,Professional,103.19,103.19,108.35,90,2024-09-01,Case Rate,Commercial HMO,84.35,simulated_cms_style_fee_schedule,2024-09-01,9287.1,7591.499999999999
PRV021,Provider Network 21,Ambulatory Surgery,FL,FL Locality,71046,Chest x-ray two views,Imaging,48.9,48.57,57.66,21,2025-12-01,Percent of Medicare,Commercial PPO,35.17,simulated_cms_style_fee_schedule,2025-12-01,1019.97,738.57
PRV045,Provider Network 45,Physician Group,NC,NC Locality,99213,Office/outpatient established visit,Professional,97.37,92.97,125.85,82,2024-07-01,Percent of Medicare,Commercial HMO,98.92,simulated_cms_style_fee_schedule,2024-07-01,7623.54,8111.4400000000005
PRV054,Provider Network 54,Ambulatory Surgery,PA,PA Locality,A0429,Ambulance basic life support,Emergency,418.61,376.05,558.45,22,2024-10-01,Negotiated Commercial,Commercial HMO,334.01,simulated_cms_style_fee_schedule,2024-10-01,8273.1,7348.219999999999
